Name,Mu_BI,Uhat_BI,BI,BI_ilink,Mu_Sind,Uhat_SInd,Sind,Sind_ilink,DSI_general_ilink,DSI_Uhat_general,DSI_BLUP_general,Q1,Q2,Q3,Q4
S159,-0.765807895,-0.508804775,-1.274612669,0.218468662,-0.951947639,-0.746845946,-1.698793585,0.154622896,0.186545779,-0.62782536,-1.486703127,1.34E-18,2.82E-40,8.53E-25,1
S16,-0.765807895,0.318657741,-0.447150154,0.390038556,-0.951947639,0.458902992,-0.493044647,0.379176589,0.384607572,0.388780366,-0.470097401,0.977838271,1.75E-27,0.022161056,0.000000673
S160,-0.765807895,-0.523705258,-1.289513153,0.215935226,-0.951947639,-1.016212401,-1.96816004,0.122586654,0.16926094,-0.769958829,-1.628836597,3.18E-26,1,3.80E-29,4.59E-42
S161,-0.765807895,0.172639773,-0.593168122,0.355908271,-0.951947639,0.158844584,-0.793103055,0.311502772,0.333705521,0.165742179,-0.693135589,9.44E-27,1,1.06E-31,3.08E-25
S162,-0.765807895,-0.010362542,-0.776170437,0.315145831,-0.951947639,0.199310902,-0.752636738,0.320247041,0.317696436,0.09447418,-0.764403588,3.37E-15,1.91E-38,2.14E-20,1
S163,-0.765807895,0.247332291,-0.518475604,0.373208757,-0.951947639,0.523790817,-0.428156823,0.394566551,0.383887654,0.385561554,-0.473316214,1.20E-17,7.84E-45,4.53E-23,1
S164,-0.765807895,-0.217444186,-0.983252081,0.272246977,-0.951947639,-0.333421877,-1.285369516,0.216637599,0.244442288,-0.275433031,-1.134310799,1.70E-13,3.06E-36,6.51E-19,1
S165,-0.765807895,-0.302167288,-1.067975183,0.255788339,-0.951947639,-0.139964761,-1.0919124,0.251258332,0.253523336,-0.221066025,-1.079943792,0.999917492,8.46E-22,0.0000798,0.00000266
S166,-0.765807895,-0.246339279,-1.012147173,0.266559856,-0.951947639,-0.452253886,-1.404201525,0.197150239,0.231855047,-0.349296582,-1.208174349,2.95E-10,1.46E-24,3.14E-14,1
S167,-0.765807895,0.06643282,-0.699375074,0.331950796,-0.951947639,0.142493069,-0.80945457,0.308006736,0.319978766,0.104462945,-0.754414822,0.999488583,0.00000345,0.000507968,9.91E-12
S168,-0.765807895,-0.163018824,-0.928826719,0.283162808,-0.951947639,0.001847022,-0.950100618,0.278864587,0.281013698,-0.080585901,-0.939463669,1.14E-17,3.87E-41,1.90E-20,1
S169,-0.765807895,0.106893299,-0.658914596,0.340983475,-0.951947639,0.254725274,-0.697222365,0.332428353,0.336705914,0.180809287,-0.678068481,6.25E-17,1.41E-39,1.47E-21,1
S17,-0.765807895,-0.427015085,-1.192822979,0.232754428,-0.951947639,-0.554012546,-1.505960185,0.181538265,0.207146347,-0.490513815,-1.349391582,8.75E-13,3.53E-31,9.71E-15,1
S170,-0.765807895,0.100685099,-0.665122796,0.339589787,-0.951947639,-0.355102679,-1.307050319,0.212980851,0.276285319,-0.12720879,-0.986086558,2.75E-11,2.34E-36,7.65E-14,1
S171,-0.765807895,0.30951425,-0.456293645,0.387865442,-0.951947639,0.257778982,-0.694168658,0.333106377,0.360485909,0.283646616,-0.575231152,2.31E-14,6.48E-40,9.52E-19,1
S172,-0.765807895,0.0500135,-0.715794395,0.328319757,-0.951947639,0.019713645,-0.932233994,0.282471705,0.305395731,0.034863572,-0.824014195,8.62E-17,2.51E-35,4.03E-19,1
S173,-0.765807895,0.078378118,-0.687429777,0.334605076,-0.951947639,0.171487352,-0.780460287,0.314220692,0.324412884,0.124932735,-0.733945032,3.31E-15,2.48E-35,3.64E-15,1
S174,-0.765807895,0.091217524,-0.674590371,0.337469743,-0.951947639,0.129546222,-0.822401418,0.305254143,0.321361943,0.110381873,-0.748495895,0.064014912,1.72E-27,0.935985088,5.03E-17
S175,-0.765807895,0.592475766,-0.173332129,0.456775134,-0.951947639,0.785811763,-0.166135877,0.4585613,0.457668217,0.689143764,-0.169734003,3.04E-11,1.00E-32,6.78E-13,1
S176,-0.765807895,0.034446268,-0.731361627,0.324895999,-0.951947639,-0.113310375,-1.065258015,0.256305924,0.290600962,-0.039432054,-0.898309821,4.89E-12,3.19E-30,4.41E-14,1
S177,-0.765807895,-0.201384676,-0.967192571,0.275440436,-0.951947639,-0.062281656,-1.014229296,0.266152987,0.270796711,-0.131833166,-0.990710934,3.75E-19,3.67E-44,7.07E-23,1
S178,-0.765807895,0.093489681,-0.672318214,0.337977948,-0.951947639,0.075826169,-0.876121471,0.29398215,0.315980049,0.084657925,-0.774219843,0.788100285,5.33E-21,0.211883041,0.0000167
S179,-0.765807895,-0.022707095,-0.788514989,0.312487619,-0.951947639,-0.167299676,-1.119247315,0.246150926,0.279319272,-0.095003385,-0.953881152,8.92E-16,1.07E-37,2.52E-21,1
S18,-0.765807895,-0.124049509,-0.889857404,0.291139255,-0.951947639,0.16816239,-0.783785249,0.313504652,0.302321954,0.02205644,-0.836821327,3.01E-15,3.64E-26,9.02E-19,1
S180,-0.765807895,0.135963611,-0.629844284,0.347545847,-0.951947639,-0.038792172,-0.990739812,0.270765976,0.309155911,0.048585719,-0.810292048,1.12E-13,1.12E-36,2.95E-19,1
S181,-0.765807895,0.021931722,-0.743876173,0.322157114,-0.951947639,0.019713645,-0.932233994,0.282471705,0.30231441,0.020822684,-0.838055084,5.91E-16,1.37E-39,4.78E-16,1
S182,-0.765807895,0.221510233,-0.544297662,0.367188404,-0.951947639,0.234308861,-0.717638778,0.327913152,0.347550778,0.227909547,-0.63096822,3.99E-18,1.21E-37,4.85E-24,1
S183,-0.765807895,0.090548575,-0.67525932,0.337320193,-0.951947639,0.250685719,-0.701261921,0.331532503,0.334426348,0.170617147,-0.688260621,9.19E-17,2.71E-41,9.17E-23,1
S184,-0.765807895,0.319050613,-0.446757281,0.390132027,-0.951947639,0.289094822,-0.662852817,0.340099057,0.365115542,0.304072718,-0.554805049,1.35E-14,1.00E-28,2.90E-19,1
S185,-0.765807895,-0.231385149,-0.997193044,0.26949366,-0.951947639,-0.191432476,-1.143380115,0.241700308,0.255596984,-0.211408813,-1.07028658,9.97E-16,3.76E-36,1.36E-16,1
S186,-0.765807895,-0.078298342,-0.844106237,0.300670668,-0.951947639,-0.156820035,-1.108767674,0.248100704,0.274385686,-0.117559188,-0.976436956,2.90E-13,9.17E-36,9.68E-20,1
S187,-0.765807895,0.081096281,-0.684711614,0.335210532,-0.951947639,0.256622388,-0.695325251,0.332849493,0.334030013,0.168859334,-0.690018433,1.83E-10,3.80E-29,7.70E-17,1
S188,-0.765807895,-0.470311125,-1.23611902,0.225112249,-0.951947639,-0.740155453,-1.692103092,0.155499463,0.190305856,-0.605233289,-1.464111056,1.31E-43,1,1.85E-47,4.28E-47
S189,-0.765807895,0.628902706,-0.136905189,0.465827062,-0.951947639,0.59795919,-0.353988449,0.412415568,0.439121315,0.613430948,-0.245446819,1.79E-14,6.27E-35,2.41E-19,1
S19,-0.765807895,0.1443101,-0.621497795,0.349440878,-0.951947639,-0.060978223,-1.012925862,0.266407645,0.307924262,0.041665938,-0.817211829,3.97E-17,6.08E-42,2.35E-18,1
S190,-0.765807895,-0.159168045,-0.92497594,0.283945098,-0.951947639,-0.047902749,-0.999850388,0.268970838,0.276457968,-0.103535397,-0.962413164,0.999845023,9.50E-22,0.000154977,4.70E-11
S191,-0.765807895,-0.175210945,-0.94101884,0.280694588,-0.951947639,-0.113310375,-1.065258015,0.256305924,0.268500256,-0.14426066,-1.003138428,4.41E-16,3.48E-38,7.35E-21,1
S192,-0.765807895,-0.155461999,-0.921269893,0.284699215,-0.951947639,-0.387355088,-1.339302728,0.207624748,0.246161982,-0.271408544,-1.130286311,2.41E-12,6.80E-33,3.41E-16,1
S193,-0.765807895,-0.106481205,-0.8722891,0.294778211,-0.951947639,-0.291529,-1.243476639,0.223831406,0.259304809,-0.199005103,-1.05788287,0.999516349,3.83E-24,0.000483476,0.000000175
S194,-0.765807895,0.117221965,-0.64858593,0.343308266,-0.951947639,0.044720956,-0.907226684,0.287567679,0.315437972,0.08097146,-0.777906307,2.58E-17,1.10E-36,1.48E-18,1
S195,-0.765807895,-0.119131153,-0.884939047,0.292155333,-0.951947639,-0.190608656,-1.142556295,0.241851331,0.267003332,-0.154869904,-1.013747671,2.17E-14,4.07E-31,2.47E-18,1
S196,-0.765807895,0.139678933,-0.626128962,0.348388801,-0.951947639,0.253583052,-0.698364588,0.332174919,0.34028186,0.196630993,-0.662246775,4.38E-15,3.23E-38,3.87E-19,1
S197,-0.765807895,-0.10176435,-0.867572245,0.295759718,-0.951947639,-0.373845489,-1.325793129,0.209856082,0.2528079,-0.23780492,-1.096682687,2.30E-15,5.38E-38,8.88E-20,1
S198,-0.765807895,-0.121295462,-0.887103357,0.291707954,-0.951947639,-0.520133081,-1.472080721,0.186626561,0.239167257,-0.320714272,-1.179592039,2.41E-14,5.39E-33,4.43E-18,1
S199,-0.765807895,0.003174157,-0.762633737,0.318074727,-0.951947639,-0.145924194,-1.097871834,0.250138861,0.284106794,-0.071375019,-0.930252786,5.24E-15,1.72E-37,1.29E-17,1
S2,-0.765807895,-0.820626551,-1.586434446,0.169886137,-0.951947639,-1.4250761,-2.377023739,0.084941615,0.127413876,-1.122851326,-1.981729093,1.49E-36,1,3.15E-40,6.12E-50
S20,-0.765807895,0.291470374,-0.474337521,0.383590126,-0.951947639,0.526641933,-0.425305707,0.395247841,0.389418983,0.409056153,-0.449821614,0.999825601,4.31E-24,0.000117405,0.000057
S200,-0.765807895,-0.785035199,-1.550843093,0.174964533,-0.951947639,-0.933950498,-1.885898137,0.131712869,0.153338701,-0.859492848,-1.718370615,1.75E-13,3.30E-35,1.41E-18,1
S201,-0.765807895,-0.096427391,-0.862235286,0.296872542,-0.951947639,0.011730358,-0.940217281,0.280856455,0.288864498,-0.042348516,-0.901226284,3.34E-17,1.28E-35,2.19E-17,1
S202,-0.765807895,0.259483689,-0.506324206,0.376055612,-0.951947639,0.018159198,-0.933788442,0.282156754,0.329106183,0.138821443,-0.720056324,1.05E-15,2.14E-36,5.96E-19,1
S203,-0.765807895,0.064764098,-0.701043796,0.331580845,-0.951947639,-0.079294907,-1.031242546,0.262843282,0.297212063,-0.007265404,-0.866143171,1.72E-16,7.93E-40,4.76E-22,1
S204,-0.765807895,-0.684848838,-1.450656733,0.189900515,-0.951947639,-0.746845946,-1.698793585,0.154622896,0.172261705,-0.715847392,-1.574725159,1.76E-12,2.59E-29,2.11E-18,1
S205,-0.765807895,0.094703702,-0.671104193,0.338249638,-0.951947639,0.105788567,-0.846159072,0.3002392,0.319244419,0.100246134,-0.758631633,4.54E-16,3.35E-37,9.56E-22,1
S206,-0.765807895,0.474439945,-0.291367949,0.427669003,-0.951947639,0.315377532,-0.636570107,0.346022282,0.386845643,0.394908739,-0.463969028,6.56E-16,2.86E-37,1.42E-20,1
S207,-0.765807895,0.17925693,-0.586550965,0.357426614,-0.951947639,0.105952451,-0.845995188,0.300273632,0.328850123,0.142604691,-0.716273077,0.999883608,7.73E-25,0.000116219,0.000000172
S208,-0.765807895,-0.274622313,-1.040430208,0.261066994,-0.951947639,-0.238063854,-1.190011494,0.23325688,0.247161937,-0.256343083,-1.115220851,1.42E-08,1.00E-36,3.64E-13,0.999999986
S209,-0.765807895,0.203817941,-0.561989953,0.363087148,-0.951947639,0.271583401,-0.680364239,0.336180013,0.349633581,0.237700671,-0.621177096,1.71E-13,6.91E-45,4.56E-18,1
S21,-0.765807895,-0.383433492,-1.149241387,0.240627674,-0.951947639,-0.133332847,-1.085280486,0.252508035,0.246567855,-0.258383169,-1.117260937,0.999742103,2.66E-22,0.000249648,0.00000825
S210,-0.765807895,-0.186673492,-0.952481387,0.278386069,-0.951947639,0.008836489,-0.94311115,0.280272333,0.279329201,-0.088918501,-0.947796269,2.68E-14,5.38E-35,5.08E-19,1
S211,-0.765807895,0.021530072,-0.744277823,0.322069411,-0.951947639,0.225280025,-0.726667615,0.325926422,0.323997916,0.123405048,-0.735472719,2.92E-14,8.85E-32,2.09E-17,1
S212,-0.765807895,0.5491539,-0.216653995,0.446047376,-0.951947639,0.850616727,-0.101330912,0.474688926,0.460368151,0.699885314,-0.158992454,1.15E-12,3.90E-40,7.30E-18,1
S214,-0.765807895,-0.189897875,-0.95570577,0.277738795,-0.951947639,-0.440399347,-1.392346986,0.199033338,0.238386066,-0.315148611,-1.174026378,0.999239882,2.50E-26,0.000760117,1.67E-10
S215,-0.765807895,0.029902378,-0.735905517,0.323900143,-0.951947639,0.063401904,-0.888545735,0.291410028,0.307655085,0.046652141,-0.812225626,6.53E-15,5.10E-29,1.25E-18,1
S216,-0.765807895,-0.239650275,-1.00545817,0.267869634,-0.951947639,-0.386672996,-1.338620635,0.207736986,0.23780331,-0.313161635,-1.172039403,4.97E-10,1.28E-33,2.27E-15,1
S217,-0.765807895,-0.139123673,-0.904931568,0.288038114,-0.951947639,-0.032085195,-0.984032834,0.272092315,0.280065214,-0.085604434,-0.944482201,5.64E-12,9.99E-31,4.67E-17,1
S218,-0.765807895,-0.137581566,-0.903389461,0.288354461,-0.951947639,-0.439953101,-1.39190074,0.199104488,0.243729474,-0.288767333,-1.147645101,6.07E-18,1.17E-41,1.38E-20,1
S219,-0.765807895,-0.340020467,-1.105828362,0.248649429,-0.951947639,-0.448655475,-1.400603115,0.197720424,0.223184926,-0.394337971,-1.253215739,1.45E-15,2.62E-36,1.55E-20,1
S22,-0.765807895,-0.318887937,-1.084695831,0.252618403,-0.951947639,-0.777025828,-1.728973467,0.150718932,0.201668667,-0.547956882,-1.406834649,7.63E-15,1.55E-36,1.70E-20,1
S220,-0.765807895,0.441162804,-0.324645091,0.419544123,-0.951947639,0.637315426,-0.314632213,0.421984473,0.420764298,0.539239115,-0.319638652,0.999792606,5.08E-21,0.000204164,0.00000323
S221,-0.765807895,0.162163224,-0.603644671,0.353510294,-0.951947639,0.078785212,-0.873162428,0.294596693,0.324053493,0.120474218,-0.73840355,0.999625554,4.96E-24,0.000374446,2.40E-10
S23,-0.765807895,0.100021024,-0.665786871,0.339440872,-0.951947639,0.305923397,-0.646024243,0.343886024,0.341663448,0.20297221,-0.655905557,4.06E-17,3.95E-40,5.11E-20,1
S24,-0.765807895,-0.059911984,-0.825719879,0.304550839,-0.951947639,0.105788567,-0.846159072,0.3002392,0.30239502,0.022938291,-0.835939476,1.02E-26,1.92E-51,1.90E-30,1
S25,-0.765807895,-0.07984325,-0.845651145,0.300345924,-0.951947639,0.050290498,-0.901657141,0.288710073,0.294527999,-0.014776376,-0.873654143,3.77E-16,7.91E-38,4.03E-22,1
S26,-0.765807895,-0.215288097,-0.981095992,0.272674369,-0.951947639,-0.50367232,-1.45561996,0.189138155,0.230906262,-0.359480209,-1.218357976,0.985007652,8.32E-24,0.01498524,0.00000711
S27,-0.765807895,0.028634786,-0.737173109,0.323622616,-0.951947639,0.066858204,-0.885089436,0.292124234,0.307873425,0.047746495,-0.811131273,1.38E-13,1.88E-35,2.35E-18,1
S28,-0.765807895,0.127201867,-0.638606028,0.345561717,-0.951947639,0.225280025,-0.726667615,0.325926422,0.335744069,0.176240946,-0.682636822,2.08E-17,2.48E-41,6.70E-23,1
S29,-0.765807895,0.220063986,-0.545743908,0.366852417,-0.951947639,-0.232807156,-1.184754795,0.234198349,0.300525383,-0.006371585,-0.865249352,1.01E-14,1.14E-36,1.08E-20,1
S3,-0.765807895,-1.081749647,-1.847557541,0.136159925,-0.951947639,-1.266571024,-2.218518664,0.098099789,0.117129857,-1.174160335,-2.033038103,1.64E-44,1,1.06E-47,1.25E-71
S30,-0.765807895,0.152966846,-0.612841049,0.351411389,-0.951947639,0.189691131,-0.762256509,0.318156554,0.334783972,0.171328988,-0.687548779,5.95E-18,1.02E-40,3.40E-23,1
S31,-0.765807895,0.219512118,-0.546295776,0.366724243,-0.951947639,0.375232129,-0.576715511,0.359688704,0.363206474,0.297372124,-0.561505644,8.94E-14,1.99E-30,8.84E-16,1
S32,-0.765807895,-0.08022735,-0.846035244,0.300265216,-0.951947639,0.136536242,-0.815411397,0.30673856,0.303501888,0.028154446,-0.830723321,0.999730371,2.74E-24,0.000264656,0.00000497
S33,-0.765807895,0.070002387,-0.695805508,0.332742856,-0.951947639,0.454440674,-0.497506965,0.37812672,0.355434788,0.26222153,-0.596656237,0.99192038,1.72E-26,0.00807962,2.59E-12
S34,-0.765807895,0.058852194,-0.706955701,0.330271868,-0.951947639,0.12821164,-0.823735999,0.304971187,0.317621527,0.093531917,-0.76534585,9.17E-15,2.29E-36,5.79E-18,1
S35,-0.765807895,0.372277803,-0.393530092,0.402867792,-0.951947639,0.46164686,-0.49030078,0.379822714,0.391345253,0.416962331,-0.441915436,3.85E-08,0.999999961,7.63E-11,4.89E-17
S36,-0.765807895,0.180985182,-0.584822713,0.357823644,-0.951947639,0.086566987,-0.865380652,0.2962164,0.327020022,0.133776085,-0.725101683,1.13E-17,5.50E-42,1.80E-21,1
S37,-0.765807895,0.165118747,-0.600689147,0.354186044,-0.951947639,0.098201056,-0.853746583,0.298647517,0.32641678,0.131659902,-0.727217865,4.42E-19,3.43E-47,3.63E-23,1
S38,-0.765807895,-0.194616223,-0.960424117,0.276793288,-0.951947639,-0.07636497,-1.028312609,0.263411371,0.270102329,-0.135490596,-0.994368363,0.0000232,1.81E-29,0.999976814,2.86E-20
S39,-0.765807895,0.257258646,-0.508549248,0.375533677,-0.951947639,0.227288304,-0.724659335,0.326367792,0.350950735,0.242273475,-0.616604292,2.71E-13,6.67E-33,5.44E-14,1
S4,-0.765807895,0.222174002,-0.543633893,0.367342652,-0.951947639,0.111994299,-0.83995334,0.301544611,0.334443632,0.167084151,-0.691793617,0.999805972,4.47E-22,0.0000505,0.00014349
S40,-0.765807895,0.102421304,-0.663386591,0.339979272,-0.951947639,0.008836489,-0.94311115,0.280272333,0.310125803,0.055628897,-0.803248871,8.05E-14,1.13E-34,4.54E-16,1
S41,-0.765807895,0.042313189,-0.723494706,0.32662389,-0.951947639,0.12821164,-0.823735999,0.304971187,0.315797538,0.085262415,-0.773615353,1.98E-12,4.25E-34,7.33E-14,1
S42,-0.765807895,0.180816729,-0.584991166,0.357784937,-0.951947639,0.462100851,-0.489846788,0.379929661,0.368857299,0.32145879,-0.537418977,3.62E-16,9.85E-39,6.84E-21,1
